DDI_ID,Object_DrugBank_ID,Precipitant_DrugBank_ID,Object_DCQC,Precipitant_DCQC,Object_Name,Precipitant_Name,Drugbank_AE
P082958,DB00472,DB01100,45504,33465,Fluoxetine,Pimozide,The risk or severity of QTc prolongation can be increased when Fluoxetine is combined with Pimozide.
P082959,DB00196,DB01100,45568,33465,Fluconazole,Pimozide,The serum concentration of Pimozide can be increased when it is combined with Fluconazole.
P082961,DB01195,DB01100,45501,33465,Flecainide,Pimozide,The metabolism of Flecainide can be decreased when combined with Pimozide.
P082962,DB00927,DB01100,45460,33465,Famotidine,Pimozide,The risk or severity of QTc prolongation can be increased when Famotidine is combined with Pimozide.
P082963,DB00736,DB01100,47418,33465,Esomeprazole,Pimozide,The serum concentration of Esomeprazole can be increased when it is combined with Pimozide.
P082964,DB01175,DB01100,47553,33465,Escitalopram,Pimozide,The risk or severity of QTc prolongation can be increased when Escitalopram is combined with Pimozide.
P082966,DB00199,DB01100,3458,33465,Erythromycin,Pimozide,The risk or severity of QTc prolongation and ventricular arrhythmias can be increased when Erythromycin is combined with Pimozide.
P082969,DB04855,DB01100,47804,33465,Dronedarone,Pimozide,The metabolism of Pimozide can be decreased when combined with Dronedarone.
P082970,DB01142,DB01100,3198,33465,Doxepin,Pimozide,The risk or severity of adverse effects can be increased when Pimozide is combined with Doxepin.
P082971,DB00843,DB01100,47352,33465,Donepezil,Pimozide,The metabolism of Pimozide can be decreased when combined with Donepezil.
P082972,DB01184,DB01100,45540,33465,Domperidone,Pimozide,The metabolism of Pimozide can be decreased when combined with Domperidone.
P082974,DB01026,DB01100,44801,33465,Ketoconazole,Pimozide,The metabolism of Pimozide can be decreased when combined with Ketoconazole.
P082975,DB01403,DB01100,6045,33465,Methotrimeprazine,Pimozide,The risk or severity of adverse effects can be increased when Pimozide is combined with Methotrimeprazine.
P082976,DB00280,DB01100,37911,33465,Disopyramide,Pimozide,The risk or severity of QTc prolongation can be increased when Disopyramide is combined with Pimozide.
P082977,DB01075,DB01100,3107,33465,Diphenhydramine,Pimozide,The metabolism of Pimozide can be decreased when combined with Diphenhydramine.
P082979,DB01211,DB01100,47018,33465,Clarithromycin,Pimozide,The risk or severity of QTc prolongation and ventricular arrhythmias can be increased when Clarithromycin is combined with Pimozide.
P082980,DB00215,DB01100,47317,33465,Citalopram,Pimozide,The risk or severity of QTc prolongation can be increased when Citalopram is combined with Pimozide.
P082981,DB00537,DB01100,45503,33465,Ciprofloxacin,Pimozide,The metabolism of Pimozide can be decreased when combined with Ciprofloxacin.
P082982,DB00501,DB01100,38366,33465,Cimetidine,Pimozide,The metabolism of Pimozide can be decreased when combined with Cimetidine.
P082984,DB01233,DB01100,18595,33465,Metoclopramide,Pimozide,The risk or severity of adverse effects can be increased when Metoclopramide is combined with Pimozide.
P082985,DB00477,DB01100,1924,33465,Chlorpromazine,Pimozide,The risk or severity of adverse effects can be increased when Chlorpromazine is combined with Pimozide.
P082986,DB00608,DB01100,1833,33465,Chloroquine,Pimozide,The metabolism of Pimozide can be decreased when combined with Chloroquine.
P082991,DB00207,DB01100,46236,33465,Azithromycin,Pimozide,The risk or severity of QTc prolongation and ventricular arrhythmias can be increased when Azithromycin is combined with Pimozide.
P082992,DB01072,DB01100,47479,33465,Atazanavir,Pimozide,The metabolism of Pimozide can be decreased when combined with Atazanavir.
P082994,DB00738,DB01100,45557,33465,Pentamidine,Pimozide,The metabolism of Pimozide can be decreased when combined with Pentamidine.
P082995,DB00261,DB01100,47262,33465,Anagrelide,Pimozide,The risk or severity of QTc prolongation can be increased when Anagrelide is combined with Pimozide.
P082998,DB00681,DB01100,520,33465,Amphotericin B,Pimozide,The metabolism of Pimozide can be decreased when combined with Amphotericin B.
P082999,DB00321,DB01100,429,33465,Amitriptyline,Pimozide,The risk or severity of adverse effects can be increased when Amitriptyline is combined with Pimozide.
P083001,DB01118,DB01100,45441,33465,Amiodarone,Pimozide,The metabolism of Pimozide can be decreased when combined with Amiodarone.
P083002,DB00915,DB01100,18426,33465,Amantadine,Pimozide,The risk or severity of QTc prolongation can be increased when Amantadine is combined with Pimozide.
P083084,DB00736,DB01263,47418,47698,Esomeprazole,Posaconazole,Esomeprazole can cause a decrease in the absorption of Posaconazole resulting in a reduced serum concentration and potentially a decrease in efficacy.
P083086,DB00472,DB01263,45504,47698,Fluoxetine,Posaconazole,The risk or severity of QTc prolongation can be increased when Posaconazole is combined with Fluoxetine.
P083087,DB00999,DB01263,4537,47698,Hydrochlorothiazide,Posaconazole,The risk or severity of QTc prolongation can be increased when Hydrochlorothiazide is combined with Posaconazole.
P083088,DB00557,DB01263,4706,47698,Hydroxyzine,Posaconazole,The risk or severity of QTc prolongation can be increased when Hydroxyzine is combined with Posaconazole.
P083089,DB01167,DB01263,47051,47698,Itraconazole,Posaconazole,The serum concentration of Posaconazole can be increased when it is combined with Itraconazole.
P083090,DB00836,DB01263,37599,47698,Loperamide,Posaconazole,The serum concentration of Posaconazole can be increased when it is combined with Loperamide.
P083091,DB00916,DB01263,6266,47698,Metronidazole,Posaconazole,The serum concentration of Posaconazole can be increased when it is combined with Metronidazole.
P083092,DB00338,DB01263,47146,47698,Omeprazole,Posaconazole,Omeprazole can cause a decrease in the absorption of Posaconazole resulting in a reduced serum concentration and potentially a decrease in efficacy.
P083095,DB01100,DB01263,33465,47698,Pimozide,Posaconazole,The metabolism of Pimozide can be decreased when combined with Posaconazole.
P083096,DB00738,DB01263,45557,47698,Pentamidine,Posaconazole,The risk or severity of QTc prolongation can be increased when Posaconazole is combined with Pentamidine.
P083097,DB00715,DB01263,47061,47698,Paroxetine,Posaconazole,The serum concentration of Posaconazole can be increased when it is combined with Paroxetine.
P083101,DB00904,DB01263,45590,47698,Ondansetron,Posaconazole,The serum concentration of Ondansetron can be increased when it is combined with Posaconazole.
P083102,DB00334,DB01263,47197,47698,Olanzapine,Posaconazole,The serum concentration of Olanzapine can be increased when it is combined with Posaconazole.
P083103,DB00220,DB01263,47293,47698,Nelfinavir,Posaconazole,The serum concentration of Posaconazole can be increased when it is combined with Nelfinavir.
P083104,DB00218,DB01263,47391,47698,Moxifloxacin,Posaconazole,The risk or severity of QTc prolongation can be increased when Posaconazole is combined with Moxifloxacin.
P083106,DB01233,DB01263,18595,47698,Metoclopramide,Posaconazole,The serum concentration of Posaconazole can be decreased when it is combined with Metoclopramide.
P083107,DB00333,DB01263,45373,47698,Methadone,Posaconazole,The serum concentration of Posaconazole can be increased when it is combined with Methadone.
P083109,DB01403,DB01263,6045,47698,Methotrimeprazine,Posaconazole,The risk or severity of QTc prolongation can be increased when Posaconazole is combined with Methotrimeprazine.
P083111,DB01137,DB01263,47258,47698,Levofloxacin,Posaconazole,The serum concentration of Posaconazole can be increased when it is combined with Levofloxacin.
P083112,DB00448,DB01263,47140,47698,Lansoprazole,Posaconazole,Lansoprazole can cause a decrease in the absorption of Posaconazole resulting in a reduced serum concentration and potentially a decrease in efficacy.
P083113,DB01026,DB01263,44801,47698,Ketoconazole,Posaconazole,The serum concentration of Posaconazole can be increased when it is combined with Ketoconazole.
P083115,DB00808,DB01263,43397,47698,Indapamide,Posaconazole,The risk or severity of QTc prolongation can be increased when Indapamide is combined with Posaconazole.
P083118,DB01611,DB01263,4654,47698,Hydroxychloroquine,Posaconazole,The serum concentration of Posaconazole can be increased when it is combined with Hydroxychloroquine.
P083121,DB00502,DB01263,4394,47698,Haloperidol,Posaconazole,The serum concentration of Posaconazole can be increased when it is combined with Haloperidol.
P083122,DB00501,DB01263,38366,47698,Cimetidine,Posaconazole,Cimetidine can cause a decrease in the absorption of Posaconazole resulting in a reduced serum concentration and potentially a decrease in efficacy.
P083125,DB00674,DB01263,47415,47698,Galantamine,Posaconazole,The risk or severity of QTc prolongation can be increased when Galantamine is combined with Posaconazole.
P083128,DB00176,DB01263,45633,47698,Fluvoxamine,Posaconazole,The serum concentration of Posaconazole can be increased when it is combined with Fluvoxamine.
P083129,DB00196,DB01263,45568,47698,Fluconazole,Posaconazole,The serum concentration of Posaconazole can be increased when it is combined with Fluconazole.
P083130,DB01195,DB01263,45501,47698,Flecainide,Posaconazole,The risk or severity of QTc prolongation can be increased when Posaconazole is combined with Flecainide.
P083131,DB00927,DB01263,45460,47698,Famotidine,Posaconazole,Famotidine can cause a decrease in the absorption of Posaconazole resulting in a reduced serum concentration and potentially a decrease in efficacy.
P083132,DB01175,DB01263,47553,47698,Escitalopram,Posaconazole,The risk or severity of QTc prolongation can be increased when Posaconazole is combined with Escitalopram.
P083133,DB00199,DB01263,3458,47698,Erythromycin,Posaconazole,The serum concentration of Posaconazole can be increased when it is combined with Erythromycin.
P083135,DB04855,DB01263,47804,47698,Dronedarone,Posaconazole,The metabolism of Dronedarone can be decreased when combined with Posaconazole.
P083136,DB01142,DB01263,3198,47698,Doxepin,Posaconazole,The metabolism of Doxepin can be decreased when combined with Posaconazole.
P083137,DB00843,DB01263,47352,47698,Donepezil,Posaconazole,The risk or severity of QTc prolongation can be increased when Donepezil is combined with Posaconazole.
P083138,DB01184,DB01263,45540,47698,Domperidone,Posaconazole,The risk or severity of QTc prolongation can be increased when Posaconazole is combined with Domperidone.
P083140,DB00280,DB01263,37911,47698,Disopyramide,Posaconazole,The risk or severity of QTc prolongation can be increased when Posaconazole is combined with Disopyramide.
P083141,DB01075,DB01263,3107,47698,Diphenhydramine,Posaconazole,The risk or severity of QTc prolongation can be increased when Diphenhydramine is combined with Posaconazole.
P083142,DB01211,DB01263,47018,47698,Clarithromycin,Posaconazole,The serum concentration of Posaconazole can be increased when it is combined with Clarithromycin.
P083143,DB00215,DB01263,47317,47698,Citalopram,Posaconazole,The risk or severity of QTc prolongation can be increased when Posaconazole is combined with Citalopram.
P083144,DB00537,DB01263,45503,47698,Ciprofloxacin,Posaconazole,The serum concentration of Ciprofloxacin can be increased when it is combined with Posaconazole.
P083146,DB00477,DB01263,1924,47698,Chlorpromazine,Posaconazole,The serum concentration of Posaconazole can be increased when it is combined with Chlorpromazine.
P083147,DB00608,DB01263,1833,47698,Chloroquine,Posaconazole,The serum concentration of Posaconazole can be increased when it is combined with Chloroquine.
P083150,DB00207,DB01263,46236,47698,Azithromycin,Posaconazole,The serum concentration of Posaconazole can be increased when it is combined with Azithromycin.
P083151,DB01072,DB01263,47479,47698,Atazanavir,Posaconazole,The serum concentration of Posaconazole can be increased when it is combined with Atazanavir.
P083153,DB00261,DB01263,47262,47698,Anagrelide,Posaconazole,The risk or severity of QTc prolongation can be increased when Posaconazole is combined with Anagrelide.
P083156,DB00681,DB01263,520,47698,Amphotericin B,Posaconazole,The therapeutic efficacy of Amphotericin B can be decreased when used in combination with Posaconazole.
P083157,DB00321,DB01263,429,47698,Amitriptyline,Posaconazole,The serum concentration of Amitriptyline can be increased when it is combined with Posaconazole.
P083159,DB01118,DB01263,45441,47698,Amiodarone,Posaconazole,The metabolism of Amiodarone can be decreased when combined with Posaconazole.
P083160,DB00915,DB01263,18426,47698,Amantadine,Posaconazole,The risk or severity of QTc prolongation can be increased when Amantadine is combined with Posaconazole.
P083245,DB01211,DB01182,47018,45478,Clarithromycin,Propafenone,The serum concentration of Clarithromycin can be increased when it is combined with Propafenone.
P083246,DB04855,DB01182,47804,45478,Dronedarone,Propafenone,Propafenone may increase the arrhythmogenic activities of Dronedarone.
